       4.0000000e+00      -2.3400000e+01       0.0000000e+00
       4.0500000e+00      -2.2860000e+01       7.6192176e-02
       4.1000000e+00      -2.2400000e+01       1.0206668e-01
       4.1500000e+00      -2.2050000e+01       1.1294572e-01
       4.2000000e+00      -2.1900000e+01       1.1946287e-01
       4.2500000e+00      -2.1920000e+01       1.2573759e-01
       4.3000000e+00      -2.2020000e+01       1.3391526e-01
       4.3500000e+00      -2.2140000e+01       1.4578528e-01
       4.4000000e+00      -2.2250000e+01       1.6310387e-01
       4.4500000e+00      -2.2340000e+01       1.8747091e-01
       4.5000000e+00      -2.2420000e+01       2.2066279e-01
       4.5500000e+00      -2.2490000e+01       2.6485210e-01
       4.6000000e+00      -2.2540000e+01       3.2161409e-01
       4.6500000e+00      -2.2560000e+01       3.9041505e-01
       4.7000000e+00      -2.2540000e+01       4.6740689e-01
       4.7500000e+00      -2.2460000e+01       5.4439873e-01
       4.8000000e+00      -2.2320000e+01       6.1177592e-01
       4.8500000e+00      -2.2190000e+01       6.6711413e-01
       4.9000000e+00      -2.2120000e+01       7.1623894e-01
       4.9500000e+00      -2.2120000e+01       7.6716087e-01
       5.0000000e+00      -2.2170000e+01       8.2798243e-01
       5.0500000e+00      -2.2240000e+01       9.0656337e-01
       5.1000000e+00      -2.2280000e+01       1.0062215e+00
       5.1500000e+00      -2.2310000e+01       1.1272884e+00
       5.2000000e+00      -2.2330000e+01       1.2710339e+00
       5.2500000e+00      -2.2330000e+01       1.4358141e+00
       5.3000000e+00      -2.2340000e+01       1.6229775e+00
       5.3500000e+00      -2.2340000e+01       1.8352555e+00
       5.4000000e+00      -2.2380000e+01       2.0855855e+00
       5.4500000e+00      -2.2500000e+01       2.4279204e+00
       5.5000000e+00      -2.2670000e+01       2.9711331e+00
       5.5500000e+00      -2.2810000e+01       3.8350944e+00
       5.6000000e+00      -2.2900000e+01       5.0847857e+00
       5.6500000e+00      -2.2940000e+01       6.7010519e+00
       5.7000000e+00      -2.2950000e+01       8.6162824e+00
       5.7500000e+00      -2.2970000e+01       1.0842638e+01
       5.8000000e+00      -2.3010000e+01       1.3524972e+01
       5.8500000e+00      -2.3080000e+01       1.6955155e+01
       5.9000000e+00      -2.3140000e+01       2.1418485e+01
       5.9500000e+00      -2.3170000e+01       2.6952307e+01
       6.0000000e+00      -2.3180000e+01       3.3441954e+01
       6.0500000e+00      -2.3200000e+01       4.0985829e+01
       6.1000000e+00      -2.3200000e+01       4.9633613e+01
       6.1500000e+00      -2.3200000e+01       5.9336587e+01
       6.2000000e+00      -2.3200000e+01       7.0223503e+01
       6.2500000e+00      -2.3200000e+01       8.2438823e+01
       6.3000000e+00      -2.3210000e+01       9.6313441e+01
       6.3500000e+00      -2.3230000e+01       1.1244196e+02
       6.4000000e+00      -2.3240000e+01       1.3115830e+02
       6.4500000e+00      -2.3240000e+01       1.5238610e+02
       6.5000000e+00      -2.3240000e+01       1.7620407e+02
       6.5500000e+00      -2.3230000e+01       2.0260663e+02
       6.6000000e+00      -2.3220000e+01       2.3155647e+02
       6.6500000e+00      -2.3210000e+01       2.6329933e+02
       6.7000000e+00      -2.3200000e+01       2.9810468e+02
       6.7500000e+00      -2.3190000e+01       3.3626799e+02
       6.8000000e+00      -2.3170000e+01       3.7761506e+02
       6.8500000e+00      -2.3160000e+01       4.2245304e+02
       6.9000000e+00      -2.3140000e+01       4.7103160e+02
       6.9500000e+00      -2.3130000e+01       5.2371164e+02
       7.0000000e+00      -2.3110000e+01       5.8078647e+02
       7.0500000e+00      -2.3090000e+01       6.4194326e+02
       7.1000000e+00      -2.3070000e+01       7.0747394e+02
       7.1500000e+00      -2.3060000e+01       7.7853735e+02
       7.2000000e+00      -2.3040000e+01       8.5552919e+02
       7.2500000e+00      -2.3020000e+01       9.3802743e+02
       7.3000000e+00      -2.3000000e+01       1.0264259e+03
       7.3500000e+00      -2.2980000e+01       1.1211465e+03
       7.4000000e+00      -2.2960000e+01       1.2226415e+03
       7.4500000e+00      -2.2940000e+01       1.3313954e+03
       7.5000000e+00      -2.2920000e+01       1.4479273e+03
       7.5500000e+00      -2.2900000e+01       1.5727934e+03
       7.6000000e+00      -2.2880000e+01       1.7065899e+03
       7.6500000e+00      -2.2860000e+01       1.8499554e+03
       7.7000000e+00      -2.2830000e+01       2.0017655e+03
       7.7500000e+00      -2.2810000e+01       2.1626243e+03
       7.8000000e+00      -2.2790000e+01       2.3349875e+03
       7.8500000e+00      -2.2770000e+01       2.5196781e+03
       7.9000000e+00      -2.2750000e+01       2.7175776e+03
       7.9500000e+00      -2.2720000e+01       2.9271339e+03
       8.0000000e+00      -2.2700000e+01       3.1491808e+03
       8.0500000e+00      -2.2680000e+01       3.3871083e+03
       8.1000000e+00      -2.2660000e+01       3.6420523e+03
       8.1500000e+00      -2.2630000e+01       3.9120131e+03
       8.2000000e+00      -2.2610000e+01       4.1980649e+03
       8.2500000e+00      -2.2590000e+01       4.5045750e+03
       8.3000000e+00      -2.2560000e+01       4.8291393e+03
       8.3500000e+00      -2.2540000e+01       5.1730492e+03
       8.4000000e+00      -2.2520000e+01       5.5415553e+03
       8.4500000e+00      -2.2500000e+01       5.9364167e+03
       8.5000000e+00      -2.2470000e+01       6.3545366e+03
