   1.0000000e+04   3.9810717e-24
   1.1220185e+04   1.3803843e-23
   1.2589254e+04   3.9810717e-23
   1.4125375e+04   8.9125094e-23
   1.5848932e+04   1.2589254e-22
   1.7782794e+04   1.2022644e-22
   1.9952623e+04   9.5499259e-23
   2.2387211e+04   7.2443596e-23
   2.5118864e+04   5.6234133e-23
   2.8183829e+04   4.5708819e-23
   3.1622777e+04   3.8018940e-23
   3.5481339e+04   3.2359366e-23
   3.9810717e+04   2.8840315e-23
   4.4668359e+04   2.7542287e-23
   5.0118723e+04   2.8840315e-23
   5.6234133e+04   3.4673685e-23
   6.3095734e+04   4.7863009e-23
   7.0794578e+04   6.4565423e-23
   7.9432823e+04   7.5857758e-23
   8.9125094e+04   7.5857758e-23
   1.0000000e+05   6.7608298e-23
   1.1220185e+05   5.7543994e-23
   1.2589254e+05   5.2480746e-23
   1.4125375e+05   4.8977882e-23
   1.5848932e+05   4.6773514e-23
   1.7782794e+05   4.6773514e-23
   1.9952623e+05   4.5708819e-23
   2.2387211e+05   4.5708819e-23
   2.5118864e+05   4.1686938e-23
   2.8183829e+05   3.1622777e-23
   3.1622777e+05   2.1379621e-23
   3.5481339e+05   1.5488166e-23
   3.9810717e+05   1.2589254e-23
   4.4668359e+05   1.1481536e-23
   5.0118723e+05   1.1220185e-23
   5.6234133e+05   1.0715193e-23
   6.3095734e+05   9.7723722e-24
   7.0794578e+05   8.3176377e-24
   7.9432823e+05   7.2443596e-24
   8.9125094e+05   6.7608298e-24
   1.0000000e+06   6.6069345e-24
   1.1220185e+06   6.3095734e-24
   1.2589254e+06   6.3095734e-24
   1.4125375e+06   6.3095734e-24
   1.5848932e+06   6.3095734e-24
   1.7782794e+06   6.3095734e-24
   1.9952623e+06   6.1659500e-24
   2.2387211e+06   5.8884366e-24
   2.5118864e+06   5.7543994e-24
   2.8183829e+06   5.7543994e-24
   3.1622777e+06   5.7543994e-24
   3.5481339e+06   5.8884366e-24
   3.9810717e+06   6.0255959e-24
   4.4668359e+06   6.1659500e-24
   5.0118723e+06   6.3095734e-24
   5.6234133e+06   6.4565423e-24
   6.3095734e+06   6.7608298e-24
   7.0794578e+06   6.9183097e-24
   7.9432823e+06   7.2443596e-24
   8.9125094e+06   7.4131024e-24
   1.0000000e+07   7.7624712e-24
   1.1220185e+07   8.1283052e-24
   1.2589254e+07   8.5113804e-24
   1.4125375e+07   8.7096359e-24
   1.5848932e+07   9.1201084e-24
   1.7782794e+07   9.5499259e-24
   1.9952623e+07   1.0000000e-23
   2.2387211e+07   1.0471285e-23
   2.5118864e+07   1.0964782e-23
   2.8183829e+07   1.1481536e-23
   3.1622777e+07   1.2022644e-23
   3.5481339e+07   1.2589254e-23
   3.9810717e+07   1.3182567e-23
   4.4668359e+07   1.3803843e-23
   5.0118723e+07   1.4791084e-23
   5.6234133e+07   1.5488166e-23
   6.3095734e+07   1.6218101e-23
   7.0794578e+07   1.6982437e-23
   7.9432823e+07   1.7782794e-23
   8.9125094e+07   1.9054607e-23
   1.0000000e+08   1.9952623e-23
   1.1220185e+08   2.0892961e-23
   1.2589254e+08   2.1877616e-23
   1.4125375e+08   2.3442288e-23
   1.5848932e+08   2.4547089e-23
   1.7782794e+08   2.5703958e-23
   1.9952623e+08   2.7542287e-23
   2.2387211e+08   2.8840315e-23
   2.5118864e+08   3.0199517e-23
   2.8183829e+08   3.1622777e-23
   3.1622777e+08   3.3884416e-23
